course_id,enrollment_state,role,type,user_id
10500000002361950,active,StudentEnrollment,student,10500000007261170
10500000002361950,active,StudentEnrollment,student,10500000007261170
10500000002412508,active,StudentEnrollment,student,10500000007261170
10500000002346465,active,StudentEnrollment,student,10500000007261170
10500000002413841,active,StudentEnrollment,student,10500000007261170
10500000002414153,active,StudentEnrollment,student,10500000007261170
10500000002379441,active,StudentEnrollment,student,10500000007261170
10500000002426582,active,StudentEnrollment,student,10500000007261170
10500000002349828,active,StudentEnrollment,student,10500000007261170
