title,created_at,updated_at,html_url,editing_roles,front_page,hide_from_students,locked_for_user,page_id,publish_at,published,todo_date,url
Recorded Lectures,2025-07-28T16:19:38Z,2025-07-28T16:19:38Z,https://canvas.instructure.com/courses/1050~2412508/pages/recorded-lectures,teachers,False,False,False,10500000013695585,,True,,recorded-lectures
