id,title,html_url,content_id,indent,module_id,module_name,page_url,position,publish_at,quiz_lti,type,url
10500000045667145,What is Academic Integrity (AI)?,https://canvas.instructure.com/courses/10500000002413841/modules/items/10500000045667145,,0,10500000005764190,Academic Integrity in EECS,what-is-academic-integrity-ai,1,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2413841/pages/what-is-academic-integrity-ai
10500000045667146,Why is Academic Integrity Important?,https://canvas.instructure.com/courses/10500000002413841/modules/items/10500000045667146,,0,10500000005764190,Academic Integrity in EECS,why-is-academic-integrity-important,2,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2413841/pages/why-is-academic-integrity-important
10500000045667147,Types of AI Violations,https://canvas.instructure.com/courses/10500000002413841/modules/items/10500000045667147,,0,10500000005764190,Academic Integrity in EECS,types-of-ai-violations,3,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2413841/pages/types-of-ai-violations
10500000045667148,Consequences of an AI Violation,https://canvas.instructure.com/courses/10500000002413841/modules/items/10500000045667148,,0,10500000005764190,Academic Integrity in EECS,consequences-of-an-ai-violation,4,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2413841/pages/consequences-of-an-ai-violation
10500000045667149,Academic Integrity Violation Process,https://canvas.instructure.com/courses/10500000002413841/modules/items/10500000045667149,,0,10500000005764190,Academic Integrity in EECS,academic-integrity-violation-process,5,,False,Page,https://canvas.instructure.com/api/v1/courses/1050~2413841/pages/academic-integrity-violation-process
10500000045667150,EECS Academic Integrity Quiz,https://canvas.instructure.com/courses/10500000002413841/modules/items/10500000045667150,10500000005396686,0,10500000005764190,Academic Integrity in EECS,,6,,False,Quiz,https://canvas.instructure.com/api/v1/courses/1050~2413841/quizzes/1050~5396686
